ISBN,正书名,作者,出版单位,出版时间,其他责任者,定价(元),装帧方式,开本或尺寸,副书名及说明文字,丛书名,分册名,分册号,正文语种,版次,市场分类,学科分类,中图法分类,CIP核发时间,主题词,入选书单,内容摘要
9787520210478,科学很简单,"英国DK公司, 编",中国大百科全书出版社,2022.1,"汪俊, 燕子, 译",138.00,平装,20 *24,,DK英国中小学生STEAM课程读本,,,中文,1,科普/百科,教育学,G634.71,2021-10,科学知识; 中小学; 教材,,《DK英国中小学生STEAM课程读本·科学很简单》是一本综合性理科科普读物，分为生物学、化学、物理学三部分，介绍了相关的基础知识，内容丰富，图文结合。书中运用独特的渐进式可视化指导方法，将科学知识与实际生活紧密结合，让小读者能够更加轻松地理解自然界的客观规律。同时，本书可以作为学生课外补充读物，帮助他们重新梳理生物学、化学、物理学的基础知识脉络，建立知识体系，这有助于他们记忆科学知识，打牢学习基础，让学习渐入佳境。
9787522601199,疯狂科学,"(英)格伦·墨菲,著",中国水利水电出版社,2021.11,"(英)洛娜·墨菲,绘;房宇华,译",42.00,平装,15 * 21,,神奇的感官,,1,中文,1,科普/百科,基础医学,Z228.2; R322.9-49,2021-10,科学知识; 青少年读物; 感觉器官; 青少年读物,,《神奇感官大揭秘》这本书分为视觉、听觉、嗅觉、味觉和触觉五章，关于感官的疑问，基本都可以在这本书里找到答案。感官有多真实，世界就有多真实。在猫眼里，水果太酸，蔬菜太苦了？乖巧的兔子会吃自己的，而可爱的考拉会吃妈妈的便便？蜜蜂与鸽子看到的世界，颜色是不一样的？动物神奇的感官会让你连连咋舌。检索式阅读，翻到哪里都可以阅读。颠覆传统的科普讲解方式，体验跟作者斗嘴的乐趣，阅读绝不无聊。这是一场神奇的感官之旅，当你看着、闻着、感觉着的时候，一定好玩儿极了。
9787115540904,有趣的科学思维课,"(日)宫本哲也,(日)小森荣治,(日)松尾丰",人民邮电出版社,2021.3,"金成林,金海英,译",99.00,平装,19 * 24,,爱上科学,一起来训练数学思维,1,中文,,家教方法,,Z228.1; O1-49,2020-06,科学知识; 少儿读物; 数学; 少儿读物,,本套装书全3册，分为一起来训练数学思维、一起来提升理科素养和一起来认识人工智能3本，从3个角度、3个层次提高小学生的科技素养。全书以各种有趣的实验和图片为主，孩子阅读起来一定会兴趣十足，而且没有阅读障碍。理科素养一册，将介绍如何思考身边不可思议的科学现象和各种各样的自然现象的技巧；数学思维一册，以应用题等为例，将介绍整理提炼重点、动手绘制图表等思考“数学”问题的要领；人工智能一册，全面的介绍人工智能的历史发展和各种应用。
9787521739305,DK浩瀚宇宙大奥秘,"(英)威尔·盖特,著",中信出版社,2022.2,"(英)安吉拉·里扎,(英)丹尼尔·朗,绘",158.00,精装,21*28,,,,,中文,1,科普/百科,物理学,P159-49,2022-01,宇宙; 青少年读物,少儿,自古以来，太空的奥秘深深吸引着我们，这本科普书适合7-14岁孩子阅读，将激发孩子想象力，激发好奇的心灵去探索浩瀚的太空。解说那些浩瀚宇宙里的令人惊叹之处，展示人类在星际探索的见闻，触达宇宙梦境的最远端。从地球到宇宙的旅行在，会遇到奇异的行星、遥远的恒星和错综复杂的星系。揭示了100多个天体背后的秘密，从行星、小行星到黑洞和星系。引人入胜的故事书风格的描述和简单的文本阐明事实，神话，和关于宇宙的关键发现我们的太阳系和其他的奇迹。这本教育书籍还包括参考页包装了迷人的信息。
9787556089031,苹果树之歌,"(奥)米拉·洛贝,著",长江少年儿童出版社,2019.9,"(奥)安格利卡·考夫曼,绘;康萍萍,译",22.00,平装,28*21,,,,,中文,1,绘本,,1521.85,2018-10,儿童故事; 图画故事; 奥地利; 现代,,春天，阳光暖暖地洒向了果园。红的白的、粉的黄的，花儿们纷纷升上了枝头。蝴蝶、鸟儿和小动物们也陆续来到了果园里。可是，果树们七嘴八舌地嚷嚷开了，谁也不肯接受这些客人的到来。只有一棵老苹果树，总是对每一位客人说：“来我这里吧！来我这里吧……”花开花落，四季交替，冬天到来了。当果树们在风雪中冻得瑟瑟发抖，老苹果树却收获了意外的惊喜……米拉·洛贝用童话般的故事，寓言式的情节，引导孩子思考生活，学会乐观、宽容和大度，学会接纳，理解和帮助他人。
9787555266648,数学世界大冒险,"（日）樱井进, 文",青岛出版社,2021.6,"（日）不破浩一朗, 图；赵文文, 译",168.00,精装,19*21,全3册,,,2,中文,1,数学,,O1-49,2021-03,数学; 儿童读物,,普拉思、卡尔和希克船长在一座座数学宝岛上冒险，如金字塔岛、九九岛、魔法岛、故事岛、快乐乘法岛、连续岛、倍数判定岛等，旅途中学习了不同主题的数学知识、巧妙解题的思路和方法，完成了相应的数学挑战，感受到了数学世界的奇妙，收获了满满的“数学宝藏”！日本畅销书作家樱井进在这套书中带领孩子们踏上数学世界的冒险之旅，玩有趣的数学游戏，读有趣的数学故事，学有趣的数学规律，探寻与我们的生活息息相关的数学知识……让孩子们快乐学数学，亲近并爱上数学。
9787500094913,动物医院,"(英)沃克-霍奇,著",中国大百科全书出版社,2015.4,"许丽君,译",298.00,精装,15 *23,,DK儿童目击者,,,中文,1,科普/百科,畜牧、兽医科学,S85-49,2014-12,动物疾病; 儿童读物,,这本《动物医院》告诉读者的是，当杰克和鲁克兄弟俩带着一只受伤的鸭子去看病时，他们开始了在动物医院里的奇遇。《DK儿童目击者》丛书是一套儿童类分级读物。该书图文并茂，色彩绚丽，精美绝伦，将生动的图画和引人入胜的故事完美地结合起来。
9787570707928,奇妙的身体翻翻书,"巴西希兰达文化, 著",安徽少年儿童出版社,2021.1,"美意文化, 译",58.00,平装,21*27,,,,,中文,1,科普/百科,教育学,G612.3,2020-07,常识课; 学前教育; 教学参考资料,,本书是面向3-6岁孩子的人体科普书，介绍了人体的基本结构特征，身体各种功能器官的作用以及它们是如何协同运转的。书中紧密结合了日常的生活场景，以小朋友们熟悉的事物进行比喻，生动形象地揭开了人体运行的秘密，引导小朋友认识和爱护自己的身体。书中还穿插有“有趣的事实”“你知道吗”等小栏目，补充延伸了相关的趣知识，倡导小朋友要养成良好的生活习惯和卫生习惯。
9787511051738,动物原来这么大,"(日)小宫辉之,监修",海豚出版社,2020.10,"(日)松桥利光,摄影；(日)柏原晃夫,绘",105.00,精装,26*36,,震撼之书,野生馆,,中文,1,科普/百科,生物学,Q95-49,2020-03,动物 一 儿童读物,,本书是一套适合3-6岁少儿阅读的儿童动物绘本。全套书共四册，此为其中一册，以食肉动物为主，摄影+绘图结合的动物绘本，所呈现的动物大小均是该动物的实际大小，就像站在这些动物面前。书中手绘的插图以小漫画形式展现了动物的有趣知识，让科普可以笑着讲出来。那些或凶猛，或可爱，或特别的动物，在高清镜头下，展现出它们真实的大小、惊人的细节，如：利齿上的菌斑，舌头上的锯齿，蓬松的绒毛，皮肤的纹理……一幅幅跃然纸上的画面，让我们的双手顿生触感，好像正在亲手抚摸它们，这是去任何动物园都无法体会到的。本书倡导爸爸带孩子共读，因为爸爸比妈妈更有冒险精神、探索欲望，更适合带孩子一起与动物面对面，激情满满地寻找和发现这个世界的神秘与美好。而且爸爸形象更高大，讲书更富幽默感，希望由这套充满视觉惊喜和趣味讲述风格的书开始，让爸爸陪伴阅读成为日常。
9787519478001,给孩子的宇宙简史,"(法)大卫·马尔尚, (法)纪尧姆·普雷沃, 著",光明日报出版社,2024.3,"(西)丹尼尔·迪奥斯达多, 绘; 丁月圆, 译",69.00,精装,24 * 30,,,,,中文,1,科普/百科,物理学,P159-49,2024-02,宇宙; 儿童读物,,孩子们总是对宇宙、对外太空充满疑问，为了满足孩子们的好奇心，本书通过精美的插图，基于宇宙大爆炸理论，以宇宙的诞生为起点，用诗意的语言展示了宇宙中主要天体类型，对我们所处的地球、太阳系、银河系进行重点叙述，并由四种探索宇宙的媒介引出对系外行星、外星生命、宇宙未来、多重宇宙的畅想。在书中，孩子们除了能够了解宇宙中的各个成员，还能知道很多有趣的天文学知识：人体是由宇宙尘埃组成的，有的行星会下“铁雨”，光线也会拐弯……
9787556096510,李毓佩·有故事的数学,"李毓佩,著",长江少年儿童出版社,2020.9,,248.00,平装,21*15,,,,,中文,1,科普/百科,教育学,G624.503,2019-06,小学数学课; 课外读物,,《李毓佩数学故事系列》是著名科普作家李毓佩结合自身数十年教学和科学研究而创作的少儿数学科普读物，是最能代表其创作特色、最具市场号召力的作品。作者用数学和文学方面的双向造诣，用深入浅出的文字、细腻的笔法和生动的故事，将中小学数学原理、数学常识、数学基本概念与故事完美融合，让孩子发现数学的魅力，不知不觉中迷上数学，培养科学精神。本系列共5册，包括《数学神探006》《数学西游记》《数学动物园》《数学司令》《数学王国历险记》。
9787571508999,给孩子的食物简史,"(波)玛格丽特·库尔, 文",晨光出版社,2020.12,"(波)玛格丽特·夸平斯基, 图; 翁雨晴, 译",98.00,精装,24 * 32,,,,,中文,1,科普/百科,,1513.85,2020-10,儿童故事; 图画故事; 波兰; 现代,,这是一本专门为孩子编写的食物发展简史，以食物科学知识为主题，历史性、区域性、知识性都非常严谨。从史前时代到现代的食物，讲述人类为发展出丰富的饮食，经历了怎样大大小小的故事。古往今来的食物发明唤起儿童的好奇心，了解食物的历史源头，附带的菜谱还能帮助动手操作。作者的绘画十分具有艺术水准，通过可爱的卡通人物形象和幽默有趣的故事，让读者了解人类祖先的美食故事。内容编排以食物发展为主线，涵盖发明创造、自然地理、风俗文化、家庭城市等人文知识，能唤起孩子对食物的珍惜和敬畏之情，具有较强的阅读价值。
9787519477981,给孩子的地球简史,"(英)马丁·英斯(Martin Incey),著",光明日报出版社,2024.3,"刘凯,译",69.00,精装,24*30,,,,,中文,1,科普/百科,天文学,P183-49,2024-02,地球; 儿童读物,,相信每个人都对地球的故事和生命的起源有着浓厚的兴趣，这是一本能够解答这个问题的关于地球大陆板块变化及生命演变历程的简史。本书按照时间顺序，以大陆漂移说为理论基础，系统讲述了自46亿年前地球诞生以来，各大陆板块在不同阶段的分裂、碰撞、移动，以及在这过程中自然气候的变化和众多古生物的演化状况，并对未来地球形象和生命存在作出想象。此外，本书还有许多或精美、或奇特、或壮观的古生物插图、化石图片、景观照片，能够帮助孩子们对知识有更形象的认知。
9787020156801,告诉我，什么是天和地？,（德）古伦·梅思，（德）哈德·莱士，著,人民文学出版社,2016.12,（德）卡娜·维尔，绘；王鑫琪，译,49.00,平装,15 * 21,,大教授的科学课,,1,中文,,科普/百科,,I516.84,2019-08,儿童小说; 中篇小说; 德国; 现代,,本书为儿童科普小说。小说中的大教授其实就是本书作者之一的哈德·莱士，他为5个小孩上了5节兼有趣味性、文学性和知识性的天文学课。著作者由专业作家和权威天文学家共同担当，是科学小说创作的一种全新尝试，所涉及的天文学知识大到宇宙的产生、小到地球上水的来源，丰富的天文学知识通过教授和五个小屁孩之间有趣的对话，慢慢展开。
